"Region","Wine","Vintage","Size","GBP","IB"
"usa","Sine Qua Non, Ratsel 16, California","2016","12x75","£3,490","IB"
"usa","Sine Qua Non, Raven No8 Grenache & Raven No10 Syrah Assortment Case, California","2006","2x150","£1,790","IB"
"usa","Sine Qua Non, Stein, California","2012","6x75","£1,790","IB"
"usa","Sine Qua Non, Stock, California","2012","6x75","£1,710","IB"
"usa","Sine Qua Non, The Thrill of Stamp Collecting, California","2009","12x75","£4,560","IB"
"usa","Sine Qua Non, Ziehharmonika Syrah, Central Coast","2018","12x75","£3,110","IB"
"usa","Verite, La Joie, Sonoma County","2008","6x75","£2,030","IB"
"usaw","Aubert, Larry Hyde & Sons Chardonnay, Los Carneros","2020","12x75","£2,200","IB"
"usaw","Aubert, Park Avenue Chardonnay, Sonoma Coast","2020","12x75","£2,200","IB"
"usaw","Aubert, Sugar Shack, Sonoma County","2020","12x75","£2,200","IB"
"usaw","Screaming Eagle, Sauvignon Blanc, Oakville","2019","3x75","£10,250","IB"
"usaw","Screaming Eagle, Sauvignon Blanc, Oakville","2019","3x75","£8,725","IB"
"usaw","Screaming Eagle, Sauvignon Blanc, Oakville","2019","1x75","£3,450","IB"
"usaw","Screaming Eagle, Sauvignon Blanc, Oakville","2018","3x75","£10,250","IB"
